"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Grobler-Dębska, K.; Żak, B.; Baranowski, J.; Kucharska, E.; Domagala, A.","Grobler-Dębska, Katarzyna (56025875200); Żak, Bartłomiej (57283141700); Baranowski, Jerzy (7004997288); Kucharska, Edyta (55860800816); Domagala, Adam (57224509708)","56025875200; 57283141700; 7004997288; 55860800816; 57224509708","Research on effective analysis and forecasting of demand in ERP systems - Case studies","2021","","","","","291","296","0","1","10.1109/MMAR49549.2021.9528464","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116221162&doi=10.1109%2FMMAR49549.2021.9528464&partnerID=40&md5=269de24cc3e701a1524e9ea4173c60e1","Conference paper","Final","","Scopus","2-s2.0-85116221162"
"Zhang, L.; Hu, Y.; Tang, Q.; Li, J.; Li, Z.","Zhang, Liping (54796346100); Hu, Yifan (57199456427); Tang, Qiuhua (16305212200); Li, Jie (55720769000); Li, Zhixiong (57199421651)","54796346100; 57199456427; 16305212200; 55720769000; 57199421651","Data-driven dispatching rules mining and real-time decision-making methodology in intelligent manufacturing shop floor with uncertainty","2021","Sensors","21","14","4836","","","0","13","10.3390/s21144836","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110421328&doi=10.3390%2Fs21144836&partnerID=40&md5=44c1d9208cbe05edc52fac81f93188c9","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85110421328"
"Jia, Z.; Chen, J.; Dai, Y.","Jia, Zhiyang (56669163700); Chen, Jingchuan (57211208784); Dai, Yaping (7401512972)","56669163700; 57211208784; 7401512972","Decomposition and Aggregation-Based Real-Time Analysis of Assembly Systems with Geometric Machines and Small Batch-Based Production Tasks","2021","IEEE Transactions on Automation Science and Engineering","18","3","8974436","988","999","0","8","10.1109/TASE.2019.2963064","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112685557&doi=10.1109%2FTASE.2019.2963064&partnerID=40&md5=f75c8c4fd381b24005de87b546f2d653","Article","Final","","Scopus","2-s2.0-85112685557"
"Berti, N.; Finco, S.; Battaïa, O.; Delorme, X.","Berti, Nicola (57218313393); Finco, S. (57200245353); Battaïa, Olga (54881280800); Delorme, Xavier (55893033200)","57218313393; 57200245353; 54881280800; 55893033200","Ageing workforce effects in Dual-Resource Constrained job-shop scheduling","2021","International Journal of Production Economics","237","","108151","","","0","70","10.1016/j.ijpe.2021.108151","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105560156&doi=10.1016%2Fj.ijpe.2021.108151&partnerID=40&md5=0f2cd220ffb1bf8337c048b03f777afc","Article","Final","","Scopus","2-s2.0-85105560156"
"Şahman, M.A.","Şahman, Mehmet Akif (43361772800)","43361772800","A discrete spotted hyena optimizer for solving distributed job shop scheduling problems","2021","Applied Soft Computing","106","","107349","","","0","58","10.1016/j.asoc.2021.107349","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103695362&doi=10.1016%2Fj.asoc.2021.107349&partnerID=40&md5=1a2e75a1e4ff21a4888e423b22ba7854","Article","Final","","Scopus","2-s2.0-85103695362"
"Serrano-Ruiz, J.C.; Mula, J.; Poler, R.","Serrano-Ruiz, Julio C. (57354419800); Mula, Josefa (57200788653); Poler, Raul (22734966200)","57354419800; 57200788653; 22734966200","Smart digital twin for ZDM-based job-shop scheduling","2021","","","","9488473","510","515","0","20","10.1109/MetroInd4.0IoT51437.2021.9488473","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112041197&doi=10.1109%2FMetroInd4.0IoT51437.2021.9488473&partnerID=40&md5=f29be47d61dbb24813187da043a9ee6e","Conference paper","Final","All Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85112041197"
"Senington, R.; Schmidt, B.; Syberfeldt, A.","Senington, Richard (56001268700); Schmidt, Bernard (56408781900); Syberfeldt, Anna (25639958400)","56001268700; 56408781900; 25639958400","Monte Carlo Tree Search for online decision making in smart industrial production","2021","Computers in Industry","128","","103433","","","0","14","10.1016/j.compind.2021.103433","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102784041&doi=10.1016%2Fj.compind.2021.103433&partnerID=40&md5=a449101b72e67ee0a82b013648d32ba4","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85102784041"
"Ceylan, Z.; Tozan, H.; Bulkan, S.","Ceylan, Zeynep (57210614739); Tozan, Hakan (25929669700); Bulkan, Serol (36238723800)","57210614739; 25929669700; 36238723800","A coordinated scheduling problem for the supply chain in a flexible job shop machine environment","2021","Operational Research","21","2","","875","900","0","12","10.1007/s12351-020-00615-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098770952&doi=10.1007%2Fs12351-020-00615-0&partnerID=40&md5=f48acb469bc5526fe9835700bbfa3a7d","Article","Final","","Scopus","2-s2.0-85098770952"
"Mekhalef Benhafssa, A.M.; M'Hammed, M.; Bettayeb, B.; Bekrar, A.","Mekhalef Benhafssa, Abdelkader (57118277000); M'Hammed, Sahnoun (37662006000); Bettayeb, Belgacem (23982271700); Bekrar, Abdelghani (23974300900)","57118277000; 37662006000; 23982271700; 23974300900","Optimizing Energy-Conscious Dynamic Flexible Job Shop Scheduling: Multi-agent Simulation Approach","2021","","","","9497301","","","0","3","10.1109/CyMaEn50288.2021.9497301","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112404573&doi=10.1109%2FCyMaEn50288.2021.9497301&partnerID=40&md5=82f51b6fefa41decac183f20a02877a5","Conference paper","Final","","Scopus","2-s2.0-85112404573"
"Cheng, B.; Li, R.; Zhu, X.; Zhou, M.; Cao, X.","Cheng, Bayi (36975148600); Li, Ruofan (57224407864); Zhu, Xiaoxi (55765783900); Zhou, Mi (36643151000); Cao, Xiongfei (38960966600)","36975148600; 57224407864; 55765783900; 36643151000; 38960966600","Optimal decision in MC supply chain with overconfident retailer based on the newsvendor model","2021","RAIRO - Operations Research","55","3","","1325","1341","0","4","10.1051/ro/2021060","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107507468&doi=10.1051%2Fro%2F2021060&partnerID=40&md5=439f843ad266a664a213f1fc0ccb0bd4","Article","Final","All Open Access; Bronze Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85107507468"
"Wang, H.-N.; He, Q.-Q.; Zhang, Z.; Peng, T.; Tang, R.-Z.","Wang, Haonan (59451794900); He, Qiqi (57223843410); Zhang, Zheng (57219605225); Peng, Tao (57204355585); Tang, Rengzhong (7202299634)","59451794900; 57223843410; 57219605225; 57204355585; 7202299634","Framework of automated value stream mapping for lean production under the Industry 4.0 paradigm; 工业4.0时代精益生产的自动化价值流分析框架","2021","Journal of Zhejiang University: Science A","22","5","","382","395","0","26","10.1631/jzus.A2000480","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106324942&doi=10.1631%2Fjzus.A2000480&partnerID=40&md5=314787d2cd53d7b0ccbc4d5aefcc34c3","Article","Final","","Scopus","2-s2.0-85106324942"
"Wang, J.; Liu, Y.; Ren, S.; Wang, C.; Wang, W.","Wang, Jin (56655212300); Liu, Yang (55812026500); Ren, Shan (55157931500); Wang, Chuang (57193203493); Wang, Wenbo (57214050182)","56655212300; 55812026500; 55157931500; 57193203493; 57214050182","Evolutionary game based real-time scheduling for energy-efficient distributed and flexible job shop","2021","Journal of Cleaner Production","293","","126093","","","0","75","10.1016/j.jclepro.2021.126093","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100428095&doi=10.1016%2Fj.jclepro.2021.126093&partnerID=40&md5=e4c2bc1cb3abd3087c0466140899871d","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85100428095"
"Wan, J.; Li, X.; Dai, H.-N.; Kusiak, A.; Martínez-García, M.; Li, D.","Wan, Jiafu (24333732700); Li, Xiaomin (56979195300); Dai, Hongning (55602606800); Kusiak, Andrew (26643635700); Martínez-García, Miguel (57192540925); Li, Di H. (35755595200)","24333732700; 56979195300; 55602606800; 26643635700; 57192540925; 35755595200","Artificial-Intelligence-Driven Customized Manufacturing Factory: Key Technologies, Applications, and Challenges","2021","Proceedings of the IEEE","109","4","9266587","377","398","0","283","10.1109/JPROC.2020.3034808","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097199226&doi=10.1109%2FJPROC.2020.3034808&partnerID=40&md5=75ba294dc2843f6ccd4200b2d2a401fc","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85097199226"
"Zahmani, M.; Atmani, B.","Zahmani, Mohamed Habib (57160258400); Atmani, Baghdad (16416927600)","57160258400; 16416927600","Multiple dispatching rules allocation in real time using data mining, genetic algorithms, and simulation","2021","Journal of Scheduling","24","2","","175","196","0","23","10.1007/s10951-020-00664-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089602933&doi=10.1007%2Fs10951-020-00664-5&partnerID=40&md5=af7000734ecabcb0532ee12c2aaffea9","Article","Final","","Scopus","2-s2.0-85089602933"
"Nguyen, S.; Zhang, M.; Alahakoon, D.; Tan, K.C.","Nguyen, Su (55155074800); Zhang, Mengjie (8729040400); Alahakoon, Damminda A.B. (6602546111); Tan, Kay Chen (25655559700)","55155074800; 8729040400; 6602546111; 25655559700","People-Centric Evolutionary System for Dynamic Production Scheduling","2021","IEEE Transactions on Cybernetics","51","3","8825531","1403","1416","0","30","10.1109/TCYB.2019.2936001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101077722&doi=10.1109%2FTCYB.2019.2936001&partnerID=40&md5=df2802b8b94daa31e84eec9c96590ca3","Article","Final","","Scopus","2-s2.0-85101077722"
"Abderrabi, F.; Godichaud, M.; Yalaoui, A.; Yalaoui, F.; Amodeo, L.; Qerimi, A.; Thivet, E.","Abderrabi, Fatima (57221981388); Godichaud, Matthieu (36573603600); Yalaoui, Alice (8449127200); Yalaoui, Farouk (6507073882); Amodeo, Lionel (19638286300); Qerimi, Ardian (57221980850); Thivet, Eric (57221978695)","57221981388; 36573603600; 8449127200; 6507073882; 19638286300; 57221980850; 57221978695","Flexible job shop scheduling problem with sequence dependent setup time and job splitting: Hospital catering case study","2021","Applied Sciences (Switzerland)","11","4","1504","1","27","0","16","10.3390/app11041504","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100866870&doi=10.3390%2Fapp11041504&partnerID=40&md5=dfe817e7e2a3519c324663340459ec0a","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85100866870"
"Guo, L.; Chen, S.; Allen, J.K.; Mistree, F.","Guo, Lin (57204757816); Chen, Suhao (59814512800); Allen, Janet Katherine (7406422762); Mistree, Farrokh (7005247880)","57204757816; 59814512800; 7406422762; 7005247880","A Framework for Designing the Customer-Order Decoupling Point to Facilitate Mass Customization","2021","Journal of Mechanical Design","143","2","022002","","","0","13","10.1115/1.4047684","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101505124&doi=10.1115%2F1.4047684&partnerID=40&md5=0221e4cf0995369fa82a9459e6ea3fd6","Article","Final","","Scopus","2-s2.0-85101505124"
"Qu, Y.; Ming, X.; Qiu, S.; Liu, Z.; Zhang, X.; Hou, Z.","Qu, Yuanju (57201124902); Ming, Xingguo (7005300183); Qiu, Siqi (59796724100); Liu, Zhiwen (57201026570); Zhang, Xianyu (57207318254); Hou, Zengtao (55797685900)","57201124902; 7005300183; 59796724100; 57201026570; 57207318254; 55797685900","Process optimization through closed-loop Kaizen with discrete event simulation: A case study in China","2021","Proceedings of the Institution of Mechanical Engineers, Part B: Journal of Engineering Manufacture","235","3","","568","579","0","7","10.1177/0954405420937505","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089597311&doi=10.1177%2F0954405420937505&partnerID=40&md5=2d76536d21dca593be10909d87de6bca","Article","Final","","Scopus","2-s2.0-85089597311"
"Chen, T.-C.T.; Lin, Y.-C.","Chen, Tin Chih Toly (8298017700); Lin, Yucheng (34868423300)","8298017700; 34868423300","Diverse three-dimensional printing capacity planning for manufacturers","2021","Robotics and Computer-Integrated Manufacturing","67","","102052","","","0","17","10.1016/j.rcim.2020.102052","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089438602&doi=10.1016%2Fj.rcim.2020.102052&partnerID=40&md5=965e90ba6c4ad8478e2fc782b64c1d3a","Article","Final","","Scopus","2-s2.0-85089438602"
"Hassan, A.","Hassan, Adnan (35728881500)","35728881500","Managerial Insights on Supply Chain and Logistics Planning with Carbon Emission Consideration","2021","","","","","198","199","0","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130233278&partnerID=40&md5=65c7c0deacae79ca4279fbb05f111181","Conference paper","Final","","Scopus","2-s2.0-85130233278"
"Elsayed, A.K.; ElSayed, E.K.; El-Dahshan, K.A.","Elsayed, Asmaa K. (57226468413); ElSayed, Eman Karam (56711014000); El-Dahshan, Kamal A. (36967841100)","57226468413; 56711014000; 36967841100","Deep Reinforcement Learning based Actor-Critic Framework for Decision-Making Actions in Production Scheduling","2021","","","","","32","40","0","6","10.1109/ICICIS52592.2021.9694207","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127032054&doi=10.1109%2FICICIS52592.2021.9694207&partnerID=40&md5=8431f63d08d6a703c7950c54b46245cd","Conference paper","Final","","Scopus","2-s2.0-85127032054"
"Yan, J.; Liu, Z.; Zhang, T.; Zhang, Y.","Yan, Jun (57220869842); Liu, Zhifeng (35790093400); Zhang, Tao (57190139800); Zhang, Yueze (57218298202)","57220869842; 35790093400; 57190139800; 57218298202","Autonomous decision-making method of transportation process for flexible job shop scheduling problem based on reinforcement learning","2021","","","","","234","238","0","12","10.1109/MLISE54096.2021.00049","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123276403&doi=10.1109%2FMLISE54096.2021.00049&partnerID=40&md5=936528a2030f4163a708439e8b6bc6f2","Conference paper","Final","","Scopus","2-s2.0-85123276403"
"Padovano, A.; Longo, F.; Nicoletti, L.; Gazzaneo, L.; Chiurco, A.; Talarico, S.","Padovano, Antonio (56429595900); Longo, Francesco (57201515306); Nicoletti, Letizia (55003845000); Gazzaneo, Lucia (57204689223); Chiurco, Alessandro (55669086100); Talarico, Simone (57383320900)","56429595900; 57201515306; 55003845000; 57204689223; 55669086100; 57383320900","A prescriptive maintenance system for intelligent production planning and control in a smart cyber-physical production line","2021","Procedia CIRP","104","","","1819","1824","0","46","10.1016/j.procir.2021.11.307","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120960220&doi=10.1016%2Fj.procir.2021.11.307&partnerID=40&md5=ab50de236916afb82cd7f35ff7b4057d","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85120960220"
"Vespoli, S.; Scarpati, M.; Guizzi, G.; Grassi, A.","Vespoli, Silvestro (57200013194); Scarpati, Miriam (57364504500); Guizzi, Guido (57192642528); Grassi, Andrea (55828149363)","57200013194; 57364504500; 57192642528; 55828149363","A novel dispatching rule for semi-heterarchical architectures in the industry 4.0 context","2021","IFAC-PapersOnLine","54","1","","86","91","0","0","10.1016/j.ifacol.2021.08.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120691496&doi=10.1016%2Fj.ifacol.2021.08.010&partnerID=40&md5=d4036a5a2fdfc2da810dd8b660d9864b","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85120691496"
"Abdelhalim, A.; Allaoui, A.; Hsu, H.","Abdelhalim, Achergui (57222704881); Allaoui, Hamid (56084920300); Hsu, Tienté (7401791735)","57222704881; 56084920300; 7401791735","Optimisation of the automated buffer positioning model under DDMRP logic","2021","IFAC-PapersOnLine","54","1","","582","588","0","10","10.1016/j.ifacol.2021.08.067","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120676257&doi=10.1016%2Fj.ifacol.2021.08.067&partnerID=40&md5=92184eaca9af6f82e99f00b0943fdfc9","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85120676257"
"Sun, S.; QingShan, Z.; Yinyun, Y.","Sun, Jianzhu (57191738649); QingShan, Zhang (25928624700); Yinyun, Yu (57226879232)","57191738649; 25928624700; 57226879232","Decision-making for location of manufacturing bases in an uncertain demand situation","2021","Journal of Intelligent and Fuzzy Systems","41","4","","5139","5151","0","3","10.3233/JIFS-189999","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118933493&doi=10.3233%2FJIFS-189999&partnerID=40&md5=16de764b447a6f1e042479415852e43a","Article","Final","","Scopus","2-s2.0-85118933493"
"Medini, K.; Wuest, T.; Jelodari, E.; Romero, D.; Laforest, V.","Medini, Khaled (55263489300); Wuest, Thorsten (57210671396); Jelodari, Elham (57326662900); Romero, David (55828150491); Laforest, Valérie (6506962185)","55263489300; 57210671396; 57326662900; 55828150491; 6506962185","A Decision Support System to Operationalize Customer-Centric Sustainability","2021","Procedia CIRP","103","","","122","127","0","5","10.1016/j.procir.2021.10.019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118632484&doi=10.1016%2Fj.procir.2021.10.019&partnerID=40&md5=9317e275d676bb6a9f8307a0e9bc654e","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85118632484"
